Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
6354,No,Points,Letter,Medium,2,No,High,1,1,4,Yes,1017.5,1977,1054,951,88
6355,No,Points,Letter,Medium,2,No,High,2,1,4,No,684.75,915,736,540,548
6356,No,Cash Back,Postcard,Medium,1,No,High,3,1,6,No,799.5,838,872,790,698
6357,No,Cash Back,Letter,Low,1,No,Low,3,1,3,Yes,1280.5,854,1779,2025,464
6358,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,1030.5,548,1216,1669,689
6359,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1070.25,1938,1235,837,271
6360,No,Cash Back,Letter,Medium,3,No,High,2,2,5,No,1502.5,1359,1787,1066,1798
6361,No,Air Miles,Postcard,High,1,No,Low,1,1,4,No,136.75,140,143,196,68
6362,No,Cash Back,Letter,Low,1,No,Medium,3,1,2,Yes,360.75,498,480,199,266
6363,No,Points,Letter,High,1,No,Low,2,1,3,No,339,242,467,212,435
6364,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,Yes,260.25,1,411,216,413
6365,No,Air Miles,Postcard,Low,1,No,High,2,1,5,No,1257.75,1463,1234,1304,1030
6366,No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,230.25,48,147,247,479
6367,No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,988,1562,1188,878,324
6368,No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,1689.75,1520,1723,1928,1588
6369,No,Cash Back,Postcard,Medium,2,No,Low,1,2,5,Yes,164,389,37,94,136
6370,No,Points,Letter,Low,1,No,High,3,1,3,Yes,1161.75,1338,678,1909,722
6371,No,Points,Letter,Medium,1,No,Medium,2,2,5,No,1092,495,1197,1393,1283
6372,No,Cash Back,Postcard,Low,1,No,Low,2,2,5,No,979.5,1954,1157,600,207
6373,No,Cash Back,Postcard,Low,1,Yes,High,1,3,1,Yes,1196,86,1344,1194,2160
6374,No,Air Miles,Letter,High,2,No,Medium,3,1,3,Yes,918.5,1532,1056,689,397
6375,No,Points,Postcard,Medium,1,No,Low,3,1,4,No,1225.75,662,536,2100,1605
6376,No,Cash Back,Postcard,Low,1,No,Medium,4,1,2,No,901.5,1743,1248,512,103
6377,No,Cash Back,Letter,Medium,1,No,High,3,1,2,No,987.75,1027,1024,1131,769
6378,No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,605.5,523,587,587,725
6379,No,Air Miles,Letter,High,1,Yes,Low,2,1,2,No,922.5,1653,1191,669,177
6380,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,218.5,103,98,295,378
6381,No,Cash Back,Letter,Low,3,No,Low,3,1,4,No,925.5,1716,1218,686,82
6382,No,Air Miles,Letter,High,2,No,Medium,1,1,5,Yes,908,351,1308,1374,599
6383,No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,300,486,381,279,54
6384,No,Cash Back,Letter,Medium,2,Yes,Low,3,2,4,No,860.5,247,1199,1467,529
6385,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,No,693,704,882,556,630
6386,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,704.75,568,988,526,737
6387,No,Cash Back,Postcard,High,1,Yes,Medium,4,1,5,No,1012.75,290,748,935,2078
6388,No,Points,Postcard,Low,2,No,Medium,1,1,3,Yes,1039.5,1454,1533,851,320
6389,No,Cash Back,Letter,Medium,1,No,Low,2,3,4,Yes,1207.75,1735,1203,1050,843
6390,No,Points,Letter,Medium,2,No,Medium,2,1,1,No,1021.25,1722,1020,952,391
6391,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,297.25,343,475,127,244
6392,Yes,Points,Letter,Medium,1,No,Low,3,1,3,Yes,891.25,872,909,890,894
6393,No,Points,Postcard,Low,2,No,High,1,1,5,No,316.25,491,329,51,394
6394,No,Points,Postcard,Medium,1,No,Low,1,1,6,No,1148.75,604,570,1423,1998
6395,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,1199.5,1493,1708,1200,397
6396,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,261.25,55,457,78,455
6397,No,Air Miles,Letter,Low,1,No,High,3,2,5,Yes,772,662,940,718,768
6398,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,179,216,60,137,303
6399,No,Air Miles,Postcard,Low,1,No,High,3,2,3,No,1161.5,1992,1202,989,463
6400,No,Cash Back,Postcard,High,2,Yes,High,2,2,2,Yes,1325.5,470,1840,1620,1372
6401,No,Points,Letter,High,2,No,Medium,3,1,4,No,948.75,1678,1415,595,107
6402,No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,942.5,1964,1021,637,148
6403,No,Air Miles,Postcard,High,2,No,Medium,1,1,4,No,1049,1552,1425,923,296
6404,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,842,758,797,960,853
6405,No,Air Miles,Letter,Low,1,Yes,Low,2,1,2,No,1147,62,1843,2276,407
6406,No,Air Miles,Letter,Medium,2,No,High,1,1,5,Yes,981,1568,1493,621,242
6407,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,828,306,888,1552,566
6408,No,Points,Letter,Medium,2,No,Medium,3,1,2,Yes,971,1605,886,621,772
6409,No,Cash Back,Letter,Low,2,No,Low,1,1,3,Yes,691.5,706,583,713,764
6410,No,Cash Back,Letter,Medium,2,No,Low,2,1,5,Yes,189,162,108,466,20
6411,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,722,86,694,1085,1023
6412,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1406.75,454,1729,2173,1271
6413,No,Points,Letter,Low,1,No,Medium,3,1,2,No,910.75,1845,1060,727,11
6414,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1217.75,921,900,1693,1357
6415,No,Points,Letter,Low,1,No,High,2,1,6,Yes,973.75,1572,1165,803,355
6416,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,1161,1400,1121,1302,821
6417,No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,No,1096,28,1380,2094,882
6418,No,Points,Postcard,Medium,1,No,Low,3,1,5,No,1187,799,1286,1727,936
6419,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,1032,376,1368,1784,600
6420,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,278.25,439,135,307,232
6421,No,Points,Letter,Medium,1,No,High,3,1,5,No,212.75,384,147,103,217
6422,No,Air Miles,Letter,High,1,Yes,Medium,1,2,4,Yes,1123.75,466,1516,1343,1170
6423,No,Air Miles,Postcard,High,1,Yes,High,1,2,4,Yes,1013.5,1708,1456,582,308
6424,No,Cash Back,Letter,Medium,1,No,Low,1,2,4,Yes,1328,265,1563,2113,1371
6425,No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,No,1056,1372,1207,1292,353
6426,No,Air Miles,Letter,Medium,1,No,High,2,1,4,No,745.75,543,662,835,943
6427,Yes,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,794,770,810,905,691
6428,No,Air Miles,Postcard,Medium,2,Yes,High,3,1,4,Yes,740.5,580,810,609,963
6429,No,Air Miles,Postcard,High,2,No,High,1,1,3,Yes,1085.5,1395,1391,979,577
6430,No,Air Miles,Letter,Medium,1,No,Low,3,1,5,Yes,256.75,170,238,230,389
6431,No,Points,Postcard,Low,1,No,Low,2,1,4,No,1037.5,675,1769,955,751
6432,No,Points,Letter,Medium,1,No,High,4,1,4,Yes,1042,1598,1096,926,548
6433,No,Points,Postcard,High,1,Yes,High,1,1,2,Yes,829,983,960,578,795
6434,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,228.75,432,207,53,223
6435,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,5,No,729.75,558,719,735,907
6436,No,Cash Back,Postcard,High,1,No,High,2,2,3,Yes,649.5,685,551,842,520
6437,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1011,70,707,1157,2110
6438,No,Air Miles,Postcard,Medium,1,No,Low,4,1,3,No,1103.25,441,585,1554,1833
6439,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,891,151,1541,1274,598
6440,No,Cash Back,Letter,High,1,No,High,1,1,4,No,924,1353,814,573,956
6441,No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,1004.5,13,849,1914,1242
6442,No,Points,Postcard,Medium,2,Yes,High,1,1,3,No,1104.5,1975,1391,692,360
6443,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,918.25,178,943,1866,686
6444,No,Air Miles,Postcard,Medium,1,No,Medium,4,1,2,Yes,968.5,1504,1375,658,337
6445,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,869.75,771,981,746,981
6446,No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,906.25,888,522,900,1315
6447,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,957.75,101,1087,1098,1545
6448,No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,971,821,538,1159,1366
6449,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1036.25,1994,1090,707,354
6450,No,Cash Back,Postcard,High,1,No,Low,1,1,6,No,943.25,1587,1287,685,214
6451,No,Points,Letter,Medium,1,No,High,1,1,3,Yes,1289.5,89,1199,2148,1722
6452,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,1,Yes,802.25,709,848,850,802
6453,No,Points,Letter,Medium,1,Yes,High,1,1,3,Yes,254,279,305,347,85
6454,Yes,Air Miles,Letter,Medium,1,No,Medium,3,1,5,No,1132.75,1860,1500,823,348
6455,No,Points,Postcard,Medium,2,No,High,3,2,4,Yes,315.5,386,184,363,329
6456,No,Air Miles,Letter,High,2,No,Low,2,1,2,Yes,766.5,821,584,798,863
6457,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,900.25,1581,1450,508,62
6458,No,Cash Back,Letter,High,1,Yes,Medium,2,1,4,Yes,765.75,674,801,698,890
6459,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,888,1312,1393,716,131
6460,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,1,No,1294.75,757,1757,1528,1137
6461,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1728.5,1627,1800,1869,1618
6462,No,Points,Letter,Medium,2,No,Medium,1,1,2,Yes,1007.5,472,867,835,1856
6463,No,Points,Postcard,High,1,No,Medium,2,1,4,No,714.5,851,693,621,693
6464,No,Air Miles,Postcard,Medium,1,No,High,1,3,3,No,756.25,631,865,945,584
6465,No,Air Miles,Letter,Medium,1,Yes,High,3,1,5,Yes,1299.5,663,1408,1965,1162
6466,No,Cash Back,Letter,Medium,1,No,High,3,1,6,Yes,916,1671,1153,614,226
6467,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,1301,1561,1628,1310,705
6468,No,Air Miles,Letter,Low,1,No,High,1,1,3,Yes,1311.75,1125,1559,1160,1403
6469,No,Points,Letter,Low,1,No,High,3,2,3,Yes,1157,797,1032,1416,1383
6470,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,1110.5,440,1658,1471,873
6471,No,Points,Letter,High,1,No,Low,2,1,4,Yes,987.75,1632,1427,809,83
6472,No,Points,Postcard,Low,2,No,High,3,1,2,No,688.25,519,973,554,707
6473,No,Air Miles,Postcard,High,1,No,High,2,1,4,No,945.75,1887,1046,553,297
6474,No,Cash Back,Postcard,Medium,1,No,Low,2,3,5,Yes,184,202,68,341,125
6475,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,241.5,467,93,58,348
6476,No,Air Miles,Postcard,Medium,2,No,Medium,2,2,3,Yes,667.5,678,865,524,603
6477,No,Cash Back,Letter,High,2,No,High,2,1,1,No,843,209,794,880,1489
6478,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1056.25,169,1604,878,1574
6479,No,Points,Postcard,Low,1,No,High,3,1,5,Yes,1268.5,2091,923,1019,1041
6480,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,679.75,635,524,576,984
6481,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,4,Yes,287.5,209,345,242,354
6482,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,976.75,1988,1296,525,98
6483,Yes,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,980.25,673,941,829,1478
6484,No,Cash Back,Letter,Low,1,No,Medium,1,1,1,No,1325.75,1416,1091,1358,1438
6485,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1283.5,1820,1175,1200,939
6486,No,Points,Postcard,Medium,2,No,High,1,1,5,No,1056,639,756,2104,725
6487,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1052.25,1828,1393,502,486
6488,No,Air Miles,Postcard,High,1,No,High,3,1,3,Yes,784,963,950,702,521
6489,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,812.5,754,801,727,968
6490,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,1142.25,731,1101,2194,543
6491,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,1264.5,669,955,1778,1656
6492,No,Air Miles,Postcard,High,3,No,Low,2,1,4,No,174.25,60,225,293,119
6493,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,762.25,1313,453,859,424
6494,No,Cash Back,Letter,Medium,1,No,Medium,4,2,3,Yes,232.5,337,113,357,123
6495,No,Cash Back,Letter,Medium,2,No,Medium,1,1,3,Yes,281,279,447,247,151
6496,No,Points,Letter,High,1,No,High,3,2,5,Yes,1324.75,1721,1708,1144,726
6497,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1309.5,980,1793,1803,662
6498,No,Air Miles,Postcard,Medium,1,No,Low,3,1,5,Yes,1108.5,363,1727,1745,599
6499,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1090.25,1842,1231,671,617
6500,No,Air Miles,Postcard,Low,2,No,Low,2,2,6,Yes,1099,1786,939,1169,502
6501,No,Cash Back,Postcard,High,1,Yes,High,1,1,4,No,705.25,653,856,678,634
6502,No,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,1296,769,1343,1302,1770
6503,No,Points,Letter,Medium,2,No,Medium,3,1,5,Yes,935,1723,1184,584,249
6504,No,Points,Postcard,High,2,No,Medium,4,1,3,No,857.75,766,829,948,888
6505,No,Cash Back,Letter,Medium,1,No,High,2,2,5,No,1800.5,1955,1855,1838,1554
6506,No,Points,Letter,High,1,No,High,2,1,5,No,314.75,499,494,114,152
6507,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,3,Yes,728.5,838,656,718,702
6508,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1478.25,715,1307,1753,2138
6509,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,2,3,Yes,1193,1153,1412,1422,785
6510,No,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,989.25,1601,1402,618,336
6511,No,Air Miles,Letter,High,2,No,High,1,2,4,No,1106.75,1989,971,903,564
6512,No,Cash Back,Letter,High,2,Yes,Medium,1,2,5,No,991,2037,804,972,151
6513,No,Cash Back,Letter,Low,1,Yes,Low,1,1,5,Yes,279.5,402,304,128,284
6514,No,Points,Letter,Low,1,No,High,2,1,2,Yes,1344.5,676,1138,1623,1941
6515,No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,No,740.75,688,812,628,835
6516,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1310.25,796,883,1803,1759
6517,No,Cash Back,Postcard,Low,2,No,Low,2,2,4,Yes,1037.75,1835,1099,1022,195
6518,No,Points,Letter,Medium,2,No,Low,2,1,3,No,1008.5,1727,1119,805,383
6519,No,Points,Letter,High,1,No,Medium,3,2,1,Yes,1242,882,1395,1325,1366
6520,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,203.5,24,79,372,339
6521,No,Points,Letter,High,1,No,Low,2,1,2,Yes,916.25,1473,1243,415,534
6522,No,Air Miles,Letter,Low,1,No,High,3,1,3,Yes,928.25,1535,1279,825,74
6523,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,268,155,477,184,256
6524,No,Points,Postcard,High,1,Yes,Low,2,2,5,No,1286.5,812,934,1623,1777
6525,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1134,1421,1392,993,730
6526,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,687.5,655,803,728,564
6527,No,Air Miles,Letter,Medium,1,No,Medium,1,1,6,Yes,1239,1810,1779,418,949
6528,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,1,No,241.5,154,314,41,457
6529,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,376.25,235,398,442,430
6530,No,Air Miles,Letter,Low,2,No,Medium,2,2,5,Yes,752.75,731,815,596,869
6531,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,626.75,616,622,533,736
6532,No,Air Miles,Letter,High,1,No,Medium,2,2,4,No,1429.5,1007,874,2214,1623
6533,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1047,1948,1045,823,372
6534,No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,885,794,606,862,1278
6535,No,Points,Postcard,High,1,No,Medium,1,1,2,No,727.5,837,588,627,858
6536,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1332.75,1854,1748,701,1028
6537,No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,Yes,1150.25,523,1289,1078,1711
6538,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,809.5,49,1127,1438,624
6539,No,Points,Postcard,Medium,2,No,Low,2,1,3,No,1187.25,655,1722,1649,723
6540,No,Cash Back,Letter,Low,2,No,Medium,2,2,3,Yes,,,,,
6541,Yes,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,748.25,811,875,645,662
6542,No,Cash Back,Postcard,Low,1,No,Medium,1,1,5,No,329.5,294,378,271,375
6543,No,Points,Postcard,Low,1,No,High,2,2,3,No,977,1911,1434,512,51
6544,No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,1177.25,667,1559,1272,1211
6545,No,Air Miles,Postcard,Low,1,No,Low,2,1,2,No,1126.5,1864,1690,712,240
6546,No,Points,Letter,High,1,No,High,2,1,5,Yes,390.5,482,360,315,405
6547,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,999.75,1703,1031,797,468
6548,No,Air Miles,Letter,High,1,No,Medium,1,1,5,No,726.5,868,705,771,562
6549,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,668.25,612,889,597,575
6550,No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,990.5,428,1001,926,1607
6551,No,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,641.25,624,585,557,799
6552,No,Cash Back,Postcard,High,1,No,Low,1,1,2,Yes,887.75,775,997,856,923
6553,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,258.25,73,215,371,374
6554,No,Cash Back,Letter,Medium,2,No,High,3,1,4,Yes,1254.5,1922,1774,435,887
6555,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,664.5,630,783,573,672
6556,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,802.5,760,854,726,870
6557,No,Points,Postcard,Low,1,Yes,High,2,1,4,No,1201,306,975,1423,2100
6558,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,245.75,455,141,126,261
6559,No,Air Miles,Postcard,Medium,2,No,High,3,2,2,No,1113.25,887,609,896,2061
6560,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,940.5,277,877,2124,484
6561,No,Points,Postcard,Medium,2,No,High,1,2,2,Yes,224.75,59,351,52,437
6562,No,Cash Back,Postcard,High,1,No,High,2,1,1,No,1347,1443,1794,1385,766
6563,No,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,648.25,653,641,594,705
6564,No,Cash Back,Postcard,High,2,No,Low,1,1,5,No,1005.75,1901,1233,810,79
6565,No,Cash Back,Letter,High,1,Yes,Low,3,1,4,Yes,1116.5,391,1762,1540,773
6566,No,Cash Back,Letter,Medium,2,No,Medium,1,2,3,Yes,1341,594,1107,1905,1758
6567,No,Points,Letter,High,1,No,High,3,1,5,Yes,785.5,848,940,669,685
6568,No,Points,Letter,Low,1,No,High,2,1,5,Yes,1422,894,1518,1618,1658
6569,No,Cash Back,Postcard,High,1,Yes,Medium,2,2,3,Yes,930.25,117,1392,1476,736
6570,No,Air Miles,Letter,Low,2,No,Medium,1,1,4,Yes,997.5,1837,1000,775,378
6571,No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,821.25,725,954,944,662
6572,No,Points,Postcard,Low,2,No,Medium,4,1,2,Yes,346.75,363,465,382,177
6573,No,Points,Letter,Low,1,Yes,Low,2,2,5,Yes,1184.75,1101,1178,1792,668
6574,No,Points,Letter,Low,2,No,Low,2,1,3,No,1079.75,210,1199,1694,1216
6575,No,Points,Postcard,Medium,1,No,High,4,2,2,No,189,184,61,294,217
6576,No,Cash Back,Postcard,High,2,No,Medium,3,1,4,Yes,984,1519,1158,506,753
6577,No,Air Miles,Letter,High,1,No,Low,3,1,4,No,154,121,276,65,154
6578,Yes,Air Miles,Letter,Medium,1,Yes,Medium,3,2,3,Yes,679.75,694,628,546,851
6579,No,Air Miles,Letter,High,1,No,Medium,2,1,6,Yes,280.5,149,287,378,308
6580,No,Points,Letter,High,1,No,High,1,1,4,Yes,1140.75,680,455,1430,1998
6581,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,1128.5,361,1419,1873,861
6582,No,Air Miles,Letter,Medium,1,No,High,2,2,2,Yes,1193.75,1306,1732,978,759
6583,No,Points,Postcard,Medium,2,Yes,Medium,2,2,6,Yes,1004.75,1918,1061,564,476
6584,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,220,356,92,54,378
6585,No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,1358.75,809,1270,1627,1729
6586,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1008.25,1508,1327,778,420
6587,No,Air Miles,Postcard,Medium,1,No,High,2,2,5,Yes,1234.5,36,1505,1918,1479
6588,No,Air Miles,Postcard,Low,1,No,Low,3,1,5,Yes,1164.25,545,652,1468,1992
6589,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,981.75,1710,805,1161,251
6590,No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1219.5,642,1120,2135,981
6591,No,Points,Postcard,Medium,2,No,Medium,2,2,3,No,1211.25,1470,684,2186,505
6592,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,755.75,927,906,662,528
6593,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,1282.5,2136,1741,958,295
6594,No,Points,Letter,Low,1,No,High,1,2,5,Yes,1069,1634,935,1070,637
6595,No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,980.25,1645,1240,817,219
6596,No,Points,Letter,Medium,2,Yes,High,2,1,4,Yes,719.5,696,791,804,587
6597,No,Air Miles,Letter,Low,1,Yes,Medium,1,1,3,Yes,208,264,328,93,147
6598,No,Cash Back,Postcard,High,1,Yes,High,2,1,5,No,1174,406,1196,1802,1292
6599,No,Air Miles,Postcard,Low,2,No,Low,2,1,5,Yes,1182.5,1585,1512,1296,337
6600,No,Points,Letter,High,1,No,High,1,1,3,No,1152.5,970,1513,1574,553
6601,No,Points,Letter,High,1,No,Low,3,2,3,No,1152.75,107,1180,2085,1239
6602,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,3,No,1148.5,669,1257,1834,834
6603,No,Points,Letter,Low,1,Yes,Low,2,1,5,Yes,944.5,1707,1104,826,141
6604,No,Points,Postcard,High,1,No,Medium,3,2,4,Yes,662,653,643,829,523
6605,No,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,794.75,703,631,952,893
6606,No,Air Miles,Postcard,Low,1,No,High,2,1,2,No,326.5,413,84,343,466
6607,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,975.75,1634,1240,544,485
6608,No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,1057.75,289,1216,2122,604
6609,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,989.75,1351,689,1357,562
6610,No,Points,Letter,Medium,1,No,Low,1,1,1,Yes,763.75,824,454,1134,643
6611,No,Points,Postcard,High,2,No,Medium,2,1,4,Yes,953.5,1910,1045,729,130
6612,No,Cash Back,Postcard,Medium,1,No,Medium,3,2,3,No,1357.25,932,1130,1967,1400
6613,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,907.5,986,482,1004,1158
6614,No,Points,Postcard,Low,1,No,High,2,2,4,No,667.75,945,670,539,517
6615,No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,Yes,1351.25,826,1234,1693,1652
6616,No,Points,Letter,High,1,No,High,1,1,4,No,1188.25,652,1573,844,1684
6617,No,Air Miles,Letter,High,1,No,Low,2,1,2,Yes,722,928,601,854,505
6618,No,Cash Back,Postcard,Low,1,No,High,3,1,4,Yes,168.25,130,57,182,304
6619,No,Air Miles,Letter,High,1,Yes,Low,2,1,5,No,1172.75,1509,1260,992,930
6620,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,854,693,947,1215,561
6621,No,Points,Letter,Low,1,No,High,1,2,4,Yes,1345.5,780,1627,2100,875
6622,No,Air Miles,Letter,High,3,Yes,Low,3,1,4,Yes,902.25,316,451,1225,1617
6623,No,Air Miles,Postcard,Medium,1,No,Low,1,2,3,Yes,309.25,299,273,233,432
6624,No,Air Miles,Letter,Low,1,No,High,2,2,3,Yes,737.5,738,662,705,845
6625,No,Cash Back,Letter,Medium,2,No,High,2,1,2,Yes,1219,543,1100,2147,1086
6626,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,1186.5,309,1582,2106,749
6627,No,Air Miles,Letter,High,1,No,Low,3,1,4,Yes,262.5,306,138,112,494
6628,No,Cash Back,Postcard,Low,1,Yes,Low,3,1,3,Yes,1038.25,859,814,1762,718
6629,Yes,Air Miles,Letter,Medium,1,Yes,Medium,3,1,3,Yes,956.75,1705,1111,804,207
6630,No,Cash Back,Postcard,Low,3,No,High,3,1,6,Yes,1094.75,2169,1411,644,155
6631,No,Cash Back,Letter,Low,1,No,Medium,1,1,2,No,994.5,1599,1675,438,266
6632,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,784.75,993,546,854,746
6633,No,Points,Letter,Low,1,No,High,2,1,4,No,306.75,457,308,235,227
6634,No,Points,Letter,High,1,Yes,High,1,1,4,No,803.25,879,743,826,765
6635,Yes,Air Miles,Postcard,Low,2,No,Low,2,1,4,Yes,1127,1581,1373,661,893
6636,No,Air Miles,Postcard,High,2,No,High,2,1,5,No,1046.75,1993,1116,808,270
6637,No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,1033.5,644,1239,803,1448
6638,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,1284.75,745,1392,1477,1525
6639,No,Air Miles,Letter,Low,2,No,High,3,2,4,Yes,764,771,688,748,849
6640,No,Points,Letter,Medium,1,No,High,1,1,3,Yes,615,595,575,764,526
6641,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,205.75,46,260,85,432
6642,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,1073,757,419,1206,1910
6643,No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,No,1212.25,850,885,1318,1796
6644,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,897,149,730,1800,909
